Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Credit Score Alpha,Executive Gender,Executive Title,Fax Number Combined,IUSA Number,Location Employee Size Range,Location Sales Volume Range,Phone Number Combined,Primary SIC Code,Primary SIC Description,SIC Code 1,SIC Code 1 Description,Record Type
Dental Dreams,Jasmine,Bhuva,3033 Washington St,Roxbury,MA,2119,A,Female,,,69-310-4929,1 to 4,"$500,000-1 Million",(617) 541-2200,802101,Dentists,802101,Dentists,Closed/Out of Business
Dental Dreams,Guimy,Cesar,3033 Washington St,Roxbury,MA,2119,A,Male,,,71-762-9596,1 to 4,"$500,000-1 Million",(617) 541-2200,802101,Dentists,802101,Dentists,Closed/Out of Business
Dep,,,145 Havre St,East Boston,MA,2128,A,,,,71-347-6743,5 to 9,$1-2.5 Million,(617) 626-1850,871298,Architectural Services,871298,Architectural Services,Closed/Out of Business
Designerz Cutz,,,189 Bowdoin St,Dorchester,MA,2122,B+,,,,41-592-8271,1 to 4,"Less Than $500,000",(617) 533-7389,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Destin Decourcey Construction,,,26 Waverly St,Roxbury,MA,2119,B,,,,69-844-6176,5 to 9,$2.5-5 Million,(617) 522-3855,152103,General Contractors,152103,General Contractors,Closed/Out of Business
"Devine, Jos E",Jos E,Devine,40 Victory Rd,Dorchester,MA,2122,U,Male,,,41-341-8023,,,(617) 265-2182,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Dfsi Partners,,,10 Parish St,Dorchester,MA,2122,U,,,,71-341-6200,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Dimock Center,Katharyn M,Atkins,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,36-131-0683,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Fanche,Naumovski-Vall,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,36-215-3421,1 to 4,"$500,000-1 Million",(617) 442-8800,802101,Dentists,802101,Dentists,Closed/Out of Business
Dimock Center,Alexander Y,Walley,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418334,36-258-7016,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Keyur,Patel,55 Dimock St,Roxbury,MA,2119,A,Male,,6174272784,40-120-6493,1 to 4,"Less Than $500,000",(617) 442-8800,804201,Optometrists OD,804201,Optometrists OD,Closed/Out of Business
Dimock Center,Melanie Ann,Baker,55 Dimock St,Roxbury,MA,2119,B+,Female,,6174425840,40-120-6499,1 to 4,"Less Than $500,000",(617) 442-8800,804917,Dietitians,804917,Dietitians,Closed/Out of Business
Dimock Center,Myechia,Minter-Jordan,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418334,40-265-4680,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Daniel L,Bourque,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418334,40-325-3238,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Anjelica C,Garza,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,40-325-6578,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Susana L,Tejada,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,42-152-8342,1 to 4,"$500,000-1 Million",(617) 442-8800,802101,Dentists,802101,Dentists,Closed/Out of Business
Dimock Center,Clara Y,Jones,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,42-500-3519,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Monica M,Morlote,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,42-500-7126,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Jamie G,Lipman,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,43-399-0320,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,John L,Jainchill,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418472,43-568-9870,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Robin L,Reed,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,43-576-6757,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Amy,Liu,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418472,43-644-4471,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Herbert M,Dreyer,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418334,63-607-7851,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Deral,Shah-Canning,55 Dimock St,Roxbury,MA,2119,A,Male,,6175418334,63-611-9885,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Nandini,Sengupta,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,63-612-0164,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Meg,Sosnow,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,63-612-1360,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Julie Lynn,Tishler,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,63-612-4422,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Center,Malathi S,Miranda,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,63-613-0007,1 to 4,"$500,000-1 Million",(617) 442-8800,802101,Dentists,802101,Dentists,Closed/Out of Business
Dimock Center,Estella M,Escobar,55 Dimock St,Roxbury,MA,2119,A,Female,,6175418334,69-920-5688,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dimock Community Health Ctr,Madhu A,Wahi,55 Dimock St,Roxbury,MA,2119,B+,Female,,6175418472,43-837-9518,1 to 4,"$500,000-1 Million",(617) 442-8800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Diruzzo, Jeremiah J Dc",Jeremiah J,Diruzzo,1520 Blue Hill Ave,Mattapan,MA,2126,A,Male,,,40-096-4586,1 to 4,"Less Than $500,000",(617) 298-6325,804101,Chiropractors DC,804101,Chiropractors DC,Closed/Out of Business
"Disciullo, Lan C",Lan C,Disciullo,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2610,1 to 4,"Less Than $500,000",(617) 282-3200,804917,Dietitians,804917,Dietitians,Closed/Out of Business
Diversity Development LLC,,,PO Box 190237,Roxbury,MA,2119,U,,,,71-348-7913,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Doherty, Leena Np",Leena,Doherty,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2603,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Done Wright Remodeling,,,25 Perrin St,Roxbury,MA,2119,B,,,,41-106-1545,5 to 9,$2.5-5 Million,(617) 442-6782,152139,Remodeling & Repairing Bldg Contractors,152139,Remodeling & Repairing Bldg Contractors,Closed/Out of Business
Dorchester Collegiate Academy,,,12 Becket St,Dorchester,MA,2124,U,,,,71-346-0513,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Dorchester House Multi-Service,Austin P,Egan,1353 Dorchester Ave,Dorchester,MA,2122,A,Male,,6172880642,43-570-7657,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dorchester House Multiservice,Omar,Abuhajleh,1353 Dorchester Ave,Dorchester,MA,2122,A,Male,,6172880642,36-126-1522,1 to 4,"$500,000-1 Million",(617) 288-3230,802101,Dentists,802101,Dentists,Closed/Out of Business
Dorchester House Multiservice,Giuseppina,Romano-Clarke,1353 Dorchester Ave,Dorchester,MA,2122,A,Female,,6172880642,36-233-0680,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dorchester House Multiservice,Lorraine E,Stanfield,1353 Dorchester Ave,Dorchester,MA,2122,A,Female,,6172880642,36-246-8985,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dorchester House Multiservice,Brenda E,Sirovichh,1353 Dorchester Ave,Dorchester,MA,2122,A,Female,,6172880642,51-693-8735,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dorchester House Multiservice,Sladjana,Skrba-Todorovi,1353 Dorchester Ave,Dorchester,MA,2122,A,Female,,,71-737-8350,1 to 4,"$500,000-1 Million",(617) 288-3230,802101,Dentists,802101,Dentists,Closed/Out of Business
Dorchester House Multiservice,Perri E,Klass,1353 Dorchester Ave,Dorchester,MA,2122,A,Female,,6172880642,88-490-2636,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Dorchester Reporter,,,1910 Dorchester Ave,Dorchester,MA,2124,U,,,,71-346-3665,,,(617) 227-1533,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Dotwell,Ed,Steen,1353 Dorchester Ave,Dorchester,MA,2122,I,Male,Manager,,42-660-4548,5 to 9,"$500,000-1 Million",(617) 474-1442,832218,Social Service & Welfare Organizations,832218,Social Service & Welfare Organizations,Closed/Out of Business
"Doyle, Kristin",Kristin,Doyle,520 Dudley St,Roxbury,MA,2119,B,Female,,,72-093-8840,1 to 4,"Less Than $500,000",(617) 989-9499,832282,Counselors,832282,Counselors,Closed/Out of Business
Dr Douglass Bibuld,,,1425 Blue Hill Ave,Mattapan,MA,2126,U,,,,73-789-8438,,,(617) 296-0061,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Drain House Of Style,Milton,Drain,2385 Washington St,Roxbury,MA,2119,B+,Male,Owner,,46-558-7285,1 to 4,"Less Than $500,000",(617) 427-9271,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Dudley Public Library,Allen,Knight,65 Warren St,Roxbury,MA,2119,I,Male,Manager,,85-384-6491,5 to 9,,(617) 442-6186,823106,Libraries-Public,823106,Libraries-Public,Closed/Out of Business
Dudley Square Cleaning & Jwlrs,,,28 Warren St,Roxbury,MA,2119,B,,,,99-279-4396,1 to 4,"Less Than $500,000",(617) 989-1250,594409,Jewelers-Retail,594409,Jewelers-Retail,Closed/Out of Business
Dudley Street,,,3 Monadnock St,Dorchester,MA,2125,B+,,,,66-345-1649,5 to 9,$1-2.5 Million,(617) 474-0800,179926,Asbestos Removal Service,179926,Asbestos Removal Service,Closed/Out of Business
Dunkin' Donuts,,,719 Gallivan Blvd,Dorchester,MA,2122,A,,,,56-473-8144,10 to 19,"$500,000-1 Million",(617) 282-8153,546105,Doughnuts,546105,Doughnuts,Closed/Out of Business
Dunkin' Donuts,,,400 Terminal E,East Boston,MA,2128,B+,,,,70-774-0500,10 to 19,"$500,000-1 Million",(617) 569-6064,546105,Doughnuts,546105,Doughnuts,Closed/Out of Business
"Dwyer Wilmer, Anne T MD",Anne T,Dwyer Wilmer,20 Maverick Sq # 2,East Boston,MA,2128,A,Female,,6175684780,42-219-8279,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Earl Of Sandwich,,,500 Terminal E,East Boston,MA,2128,A,,,,40-193-6347,5 to 9,"$500,000-1 Million",(617) 567-3373,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Eascare Ambulance Svc,George,Gilpin,500 Neponset Ave,Dorchester,MA,2122,A,Male,CEO,6177409211,99-753-8525,100 to 249,$10-20 Million,(617) 464-1600,411902,Ambulance Service,411902,Ambulance Service,Closed/Out of Business
East Boston Appl Repair Men,,,54 Orleans St # 5b431,East Boston,MA,2128,B,,,,71-711-1772,10 to 19,$1-2.5 Million,(617) 440-4743,762902,Appliances-Household-Major-Repairing,762902,Appliances-Household-Major-Repairing,Closed/Out of Business
East Boston Dental Assoc,Jean-Marie,Biebuyck,3 Meridian St,East Boston,MA,2128,A,Female,,6175698689,42-731-2951,1 to 4,"$500,000-1 Million",(617) 569-7300,802101,Dentists,802101,Dentists,Closed/Out of Business
East Boston Dental Ctr,Charles W,Tracy,12 Bennington St # 2,East Boston,MA,2128,A,Male,,,36-253-7490,1 to 4,"$500,000-1 Million",(617) 561-7600,802101,Dentists,802101,Dentists,Closed/Out of Business
East Boston Neighborhood Hlth,Aline M,Hutner,10 Gove St,East Boston,MA,2128,A,Female,,6175684615,36-182-4550,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood Hlth,Anita J,Pachikara,10 Gove St,East Boston,MA,2128,A,Female,,6175684780,42-219-9410,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood Hlth,Sangeetha,Muppavarapu,10 Gove St,East Boston,MA,2128,A,Female,,6175684780,43-399-1345,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood Hlth,Jennifer,Pfau,10 Gove St,East Boston,MA,2128,A,Female,,6175684585,71-790-4346,1 to 4,"$500,000-1 Million",(617) 568-4800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood-Er,Leah H,Braun,10 Gove St,East Boston,MA,2128,A,Female,,6175684780,43-643-3766,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood-Er,Nadeem A,Afridi,10 Gove St,East Boston,MA,2128,B+,Male,,6175684780,43-834-9188,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Neighborhood-Er,Daniel Y,Shen,10 Gove St,East Boston,MA,2128,B+,Male,,6175684780,43-842-2810,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
East Boston Savings Bank,,,501 Southampton,Dorchester,MA,2122,A,,,,43-978-5943,50 to 99,$10-20 Million,(617) 268-9049,602101,Banks,602101,Banks,Closed/Out of Business
Eastman Kodak Co,,,45 School St,Roxbury,MA,2119,B+,,,,41-103-8164,5 to 9,$2.5-5 Million,(617) 237-3300,504403,Copying & Duplicating Machines & Supls,504403,Copying & Duplicating Machines & Supls,Closed/Out of Business
Eblens Clothing & Footware,,,8100 90 Riv S,Mattapan,MA,2126,C+,,,,44-010-2494,1 to 4,"$500,000-1 Million",(617) 696-4313,565101,Clothing-Retail,565101,Clothing-Retail,Closed/Out of Business
Eddie's Barbershop,Jim,Lang,391 Neponset Ave,Dorchester,MA,2122,B+,Male,Manager,,40-386-5162,1 to 4,"Less Than $500,000",(617) 825-1110,724101,Barbers,724101,Barbers,Closed/Out of Business
Edward Blondell Co,,,1146 Dorchester Ave,Dorchester,MA,2125,B+,,,,26-554-9600,5 to 9,$50-100 Million,(617) 265-5130,517206,Oils-Fuel (Whls),517206,Oils-Fuel (Whls),Closed/Out of Business
El Mondonguito,Carmen,Cadagena,221 Dudley St,Roxbury,MA,2119,B+,Female,Owner,,21-477-2816,1 to 4,"Less Than $500,000",(617) 522-3672,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Elaine's Bakery & Kitchen,,,262 Normandy St,Dorchester,MA,2121,B+,,,,41-105-0155,5 to 9,"Less Than $500,000",(617) 442-1958,546102,Bakers-Retail,546102,Bakers-Retail,Closed/Out of Business
Elihu Greenwood School,Ida,Weldon,2300 Washington St,Roxbury,MA,2119,I,Female,Principal,6176358671,10-736-1602,50 to 99,,(617) 635-8665,821103,Schools,821103,Schools,Closed/Out of Business
Eliot Educational Ctr,,,56 Dale St,Roxbury,MA,2119,I,,,,45-019-3404,20 to 49,,(617) 442-8299,821103,Schools,821103,Schools,Closed/Out of Business
Elliott Physical Therapy,Morgan,Lowey,960 William T Morrissey Blvd,Dorchester,MA,2122,B,Female,,,70-750-4394,1 to 4,"Less Than $500,000",(617) 506-7210,804918,Physical Therapists,804918,Physical Therapists,Closed/Out of Business
Embarques El Comandante Chago,Santiago,Tejeda,903 Albany St,Roxbury,MA,2119,U,Male,President,,72-241-3436,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Emely's Tire Shop-Auto Repair,,,912 Morton St,Mattapan,MA,2126,B,,,,40-386-7951,1 to 4,"Less Than $500,000",(617) 436-0619,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
Emmerson Animal Hospital,Nicole,Mercurio,255 Freeport St,Dorchester,MA,2122,A,Female,,,42-660-4654,1 to 4,"Less Than $500,000",(617) 825-3560,74201,Veterinarians,74201,Veterinarians,Closed/Out of Business
Enterprise Holdings Inc,,,6 Tomahawk Dr,East Boston,MA,2128,B+,,,,71-341-6244,1 to 4,$2.5-5 Million,(314) 274-0843,751598,Passenger Car Leasing,751598,Passenger Car Leasing,Closed/Out of Business
Eohhs,,,145 Havre St,East Boston,MA,2128,U,,,,71-346-0952,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Ernest Colpitts Welding Co,Edson,Kitson,177 Almont St,Mattapan,MA,2126,C+,Male,Principal,,40-771-7304,1 to 4,"Less Than $500,000",(617) 296-7002,769999,Repair Shops & Related Services NEC,769999,Repair Shops & Related Services NEC,Closed/Out of Business
Euphoria Home Health Care LLC,Marie J,Edouarzin,825 Washington St,Dorchester,MA,2124,B,Female,Owner,,71-214-0713,10 to 19,"$500,000-1 Million",(617) 514-6043,808201,Home Health Service,808201,Home Health Service,Closed/Out of Business
Eversource Energy,Robert,Ruscitto,1165 Massachusetts Ave,Dorchester,MA,2125,B+,Male,Manager,,41-686-2122,5 to 9,$5-10 Million,(617) 427-4176,491101,Electric Companies,491101,Electric Companies,Closed/Out of Business
Ewpro Inc,,,580 Chelsea St # 205,East Boston,MA,2128,U,,,,71-348-0620,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Exclusive Style,,,422 Geneva Ave,Dorchester,MA,2122,U,,,,72-772-6961,,,(617) 282-6446,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Falvo, Lisa A Dpt",Lisa A,Falvo,70 Warren St # 8,Roxbury,MA,2119,B,Female,,,70-794-2778,1 to 4,"Less Than $500,000",(617) 442-0111,804918,Physical Therapists,804918,Physical Therapists,Closed/Out of Business
Family Affair Catering Inc,James,Freeman,81 Hazelton St,Mattapan,MA,2126,A+,Male,President,,66-341-0470,10 to 19,$1-2.5 Million,(617) 298-6477,581212,Caterers,581212,Caterers,Closed/Out of Business
Family Dental Care,Morris B,Cohen,1444 Dorchester Ave # 2,Dorchester,MA,2122,A+,Male,,6172657295,56-743-4659,1 to 4,"$500,000-1 Million",(617) 436-7030,802101,Dentists,802101,Dentists,Closed/Out of Business
Family Dollar Store,Cindy,Perscud,500 Geneva Ave,Dorchester,MA,2122,A+,Female,Site Manager,,64-653-3745,10 to 19,$1-2.5 Million,(617) 825-2191,533101,Variety Stores,533101,Variety Stores,Closed/Out of Business
Famous Footwear,Cokan,Chea,1102 Massachusetts Ave,Dorchester,MA,2125,A,Male,Manager,,39-391-6416,10 to 19,$2.5-5 Million,(617) 602-4273,566101,Shoes-Retail,566101,Shoes-Retail,Closed/Out of Business
"Fasoli, Francis Agt",Francis,Fasoli,320 Adams St,Dorchester,MA,2122,B+,Male,,,42-731-6585,1 to 4,"Less Than $500,000",(617) 282-6522,653118,Real Estate,653118,Real Estate,Closed/Out of Business
"Feijo, Flavia",Flavia,Feijo,415 Neponset Ave,Dorchester,MA,2122,B,Female,,,70-750-2326,1 to 4,"Less Than $500,000",(857) 217-3700,832282,Counselors,832282,Counselors,Closed/Out of Business
Fellowship Mission Church,,,85 Centre St,Roxbury,MA,2119,I,,,,72-111-9755,1 to 4,,(617) 238-5575,866107,Churches,866107,Churches,Closed/Out of Business
Feyi Enterprise,Jejelola,Akinade,661 Columbia Rd # 2,Dorchester,MA,2125,C+,,President,,59-840-9266,1 to 4,"Less Than $500,000",(617) 929-5977,565101,Clothing-Retail,565101,Clothing-Retail,Closed/Out of Business
First Caribbean Interna,,,145 Cedar St,Roxbury,MA,2119,U,,,,71-343-2165,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Folan, Michael DDS",Michael,Folan,722 Adams St,Dorchester,MA,2122,A+,Male,,,10-730-1962,1 to 4,"$500,000-1 Million",(617) 265-8393,802101,Dentists,802101,Dentists,Closed/Out of Business
Follett Corp,,,1 Harborside Dr,East Boston,MA,2128,A,,,,71-341-7627,5 to 9,$2.5-5 Million,(708) 583-2000,811198,Legal Services,811198,Legal Services,Closed/Out of Business
Forever 21,,,8 Allstate Rd,Dorchester,MA,2125,B,,,,73-582-1942,20 to 49,$5-10 Million,Not Available,565101,Clothing-Retail,565101,Clothing-Retail,Closed/Out of Business
"Fox, Dennis",Dennis,Fox,10 Antrim St # 3,East Boston,MA,2128,U,Male,,,71-523-2870,,,(617) 823-8616,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Franklin Park Devmnt Tenants,Patricia,Mayo,246 Humboldt Ave,Dorchester,MA,2121,I,Female,President,,41-838-1737,1 to 4,,(617) 427-5339,861102,Associations,861102,Associations,Closed/Out of Business
Freedom House Inc,,,14 Crkawfrd St,Dorchester,MA,2121,U,,,,44-012-3237,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Freeport Tavern,Steve,Nagle,780 William T Morrissey Blvd,Dorchester,MA,2122,A+,Male,General Mgr,6172827999,39-255-5249,50 to 99,$2.5-5 Million,(617) 282-7700,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Fridman, Vladimir MD",Vladimir,Fridman,59 Townsend St,Roxbury,MA,2119,A,Male,,6175411668,40-051-4036,1 to 4,"$500,000-1 Million",(617) 442-8760,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Friends-The Lydia Edwards Cmte,,,PO Box 250,East Boston,MA,2128,U,,,,72-501-5239,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Fryzel, Patricia Np",Patricia,Fryzel,10 Gove St,East Boston,MA,2128,B+,Female,,,40-086-2766,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Fuddruckers,Nour,Boucars,100 Terminal A # 19,East Boston,MA,2128,A,Female,Site Manager,,26-689-0425,5 to 9,"$500,000-1 Million",(617) 567-1330,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Fuddruckers,,,18 Logan Airport,East Boston,MA,2128,A,,,,41-823-4536,5 to 9,"$500,000-1 Million",(617) 567-4330,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Fuddruckers Inc,,,300 Terminal E,East Boston,MA,2128,A,,,,41-720-1727,5 to 9,"$500,000-1 Million",(617) 567-1966,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Fugate, Amy L DDS",Amy L,Fugate,801 Albany St,Roxbury,MA,2119,A,Female,,,40-325-6135,1 to 4,"$500,000-1 Million",(617) 414-8066,802101,Dentists,802101,Dentists,Closed/Out of Business
"Fuller, Jon D MD",Jon D,Fuller,150 William T Morrissey Blvd,Dorchester,MA,2125,A,Male,,,40-051-0688,1 to 4,"$500,000-1 Million",(617) 929-9400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Fuzz Productions,,,50 Park St,Dorchester,MA,2122,U,,,,71-343-3347,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
G & T Properties,Genci,Pance,10 Roseclair St,Dorchester,MA,2125,A,Male,Owner,,40-773-3489,1 to 4,"$500,000-1 Million",(617) 929-3613,653118,Real Estate,653118,Real Estate,Closed/Out of Business
Gab Associates LLC,George A,Bruce,15 Rockland St,Roxbury,MA,2119,C+,Male,Manager,,72-380-8909,5 to 9,$1-2.5 Million,(617) 541-6730,641102,Insurance Adjusters,641102,Insurance Adjusters,Closed/Out of Business
"Gallagher, Stacey Np",Stacey,Gallagher,398 Neponset Ave,Dorchester,MA,2122,B,Female,,,43-646-6284,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Gallery Elegance,Marie,Antonette,1848 Dorchester Ave,Dorchester,MA,2124,B+,Female,Manager,,68-894-3893,1 to 4,"Less Than $500,000",(617) 506-8746,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
"Gallo, Rebecca",Rebecca,Gallo,50 Redfield St # 302,Dorchester,MA,2122,B+,Female,,,40-118-5790,1 to 4,"Less Than $500,000",(617) 533-2300,832221,Social Workers,832221,Social Workers,Closed/Out of Business
"Galvez-Buccoll, Juan MD",Juan,Galvez-Buccoll,35 Harbor Point Blvd,Dorchester,MA,2125,A,Male,,,71-794-4532,1 to 4,"$500,000-1 Million",(508) 857-7906,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Garcia, Andrea P",Andrea P,Garcia,14 Porter St,East Boston,MA,2128,B,Female,,,70-795-3425,5 to 9,"$500,000-1 Million",(617) 884-6413,832245,Social Workers-Clinical,832245,Social Workers-Clinical,Closed/Out of Business
"Geary, Jack",Jack,Geary,794 Dorchester Ave,Dorchester,MA,2125,U,Male,,,70-430-9636,,,(617) 201-1967,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Geekz N The Hood,,,74 Warren St,Roxbury,MA,2119,B,,,,40-193-3110,1 to 4,"Less Than $500,000",(617) 445-4335,737801,Computers-Service & Repair,737801,Computers-Service & Repair,Closed/Out of Business
Geiger Gibson Community Health,Paul B,Gustafson,250 Mount Vernon St,Dorchester,MA,2125,A,Male,,6172883910,42-150-8575,1 to 4,"$500,000-1 Million",(617) 288-1140,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Geiger-Gibson Cmnty Health Ctr,Linda M,Colby,250 Mount Vernon St,Dorchester,MA,2125,A,Female,,6172827109,63-609-0086,1 to 4,"$500,000-1 Million",(617) 288-1140,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
